canal_section	surveyors	tree_number	species	number_of_trees	height_metres	diameter_centimetres	w3w_url	gmaps_url	condition	action	survey_limitation	photo_1	photo_2	photo_3	photo_4
3 – Canal/Frome Junction to Stonepitt’s Bridge	"12/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-029	Willow	1	15.0	70.0	"=HYPERLINK(""https://what3words.com/solutions.skimmers.tequila"",""solutions.skimmers.tequila"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77225%2C-2.339757"",""(51.77225, -2.339757)"")"	"

Bark missing on base of tree"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-029-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-030	Maple	1	15.0		"=HYPERLINK(""https://what3words.com/smokers.overlooks.soldiers"",""smokers.overlooks.soldiers"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772232%2C-2.339678"",""(51.772232, -2.339678)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-031	Hawthorn	1	8.0		"=HYPERLINK(""https://what3words.com/munch.marked.growth"",""munch.marked.growth"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772254%2C-2.339757"",""(51.772254, -2.339757)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-032	Deciduous	6	10.0		"=HYPERLINK(""https://what3words.com/haggling.dripping.minds"",""haggling.dripping.minds"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772198%2C-2.339675"",""(51.772198, -2.339675)"")"	"

At least 2 look dead."	"Second opinion from Arboriculturalist
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-032-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-033	Maple	1	12.0		"=HYPERLINK(""https://what3words.com/utter.notched.sketches"",""utter.notched.sketches"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772153%2C-2.339598"",""(51.772153, -2.339598)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-034	Maple	3	7.0		"=HYPERLINK(""https://what3words.com/prefect.corner.finally"",""prefect.corner.finally"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.772101%2C-2.339494"",""(51.772101, -2.339494)"")"	"
Lots of ivy in crown
"	"Second opinion from Arboriculturalist
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-034-maple-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-035	Ash	1	16.0	88.0	"=HYPERLINK(""https://what3words.com/league.jams.maddening"",""league.jams.maddening"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771953%2C-2.339415"",""(51.771953, -2.339415)"")"	"Class 1 - 100% to 75%
Broken/dangling branch
"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-035-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-035-ash-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-036	Hawthorn	1	6.0		"=HYPERLINK(""https://what3words.com/pythons.moves.flagging"",""pythons.moves.flagging"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771987%2C-2.339314"",""(51.771987, -2.339314)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-037	Field Maple	1	7.0		"=HYPERLINK(""https://what3words.com/still.buckets.stickler"",""still.buckets.stickler"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771957%2C-2.3393"",""(51.771957, -2.3393)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-038	Hawthorn	1	12.0		"=HYPERLINK(""https://what3words.com/newly.serve.fruits"",""newly.serve.fruits"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771923%2C-2.339293"",""(51.771923, -2.339293)"")"	"

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-038-hawthorn-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-039	Hawthorn	1	6.0	27.0	"=HYPERLINK(""https://what3words.com/costly.greyhound.illogical"",""costly.greyhound.illogical"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771956%2C-2.33914"",""(51.771956, -2.33914)"")"	"
Lots of ivy in crown
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-039-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-040	Hawthorn	2	6.0		"=HYPERLINK(""https://what3words.com/thickened.trader.flight"",""thickened.trader.flight"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771918%2C-2.339169"",""(51.771918, -2.339169)"")"	"
Lots of ivy in crown
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-040-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-041	Field Maple	1	20.0		"=HYPERLINK(""https://what3words.com/cucumber.lunching.enlighten"",""cucumber.lunching.enlighten"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771871%2C-2.339156"",""(51.771871, -2.339156)"")"	"

"	"
"	No				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-042	Ash	2	10.0		"=HYPERLINK(""https://what3words.com/quicksand.perfect.audio"",""quicksand.perfect.audio"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771832%2C-2.339127"",""(51.771832, -2.339127)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-042-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-043	Hawthorn	1	6.0		"=HYPERLINK(""https://what3words.com/promoted.sunk.artichoke"",""promoted.sunk.artichoke"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771792%2C-2.339078"",""(51.771792, -2.339078)"")"	"
Lots of ivy in crown
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-043-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-044	Field Maple	1	18.0		"=HYPERLINK(""https://what3words.com/following.tonic.warm"",""following.tonic.warm"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771788%2C-2.339015"",""(51.771788, -2.339015)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-045	Willow	2	17.0	54.0	"=HYPERLINK(""https://what3words.com/subtitle.incensed.slogged"",""subtitle.incensed.slogged"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771816%2C-2.33896"",""(51.771816, -2.33896)"")"	"

"	"Remove Branch obstruction
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-045-willow-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-046	Willow	3	18.0		"=HYPERLINK(""https://what3words.com/monitors.bluffs.warp"",""monitors.bluffs.warp"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771848%2C-2.338895"",""(51.771848, -2.338895)"")"	"
Broken/dangling branch, Leaning over tow path or river
"	"Remove Branch obstruction
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-046-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-046-willow-additional_photo_1.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-047	Ash	1	18.0		"=HYPERLINK(""https://what3words.com/scrub.endlessly.trading"",""scrub.endlessly.trading"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771759%2C-2.338952"",""(51.771759, -2.338952)"")"	"Class 1 - 100% to 75%
Lots of ivy in crown
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-047-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-048	Field Maple	1	15.0		"=HYPERLINK(""https://what3words.com/outboard.landlords.daring"",""outboard.landlords.daring"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771714%2C-2.338966"",""(51.771714, -2.338966)"")"	"

"	"
"	Could not safely access other side of tree				
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-049	Hawthorn	1	7.0		"=HYPERLINK(""https://what3words.com/yell.regress.misty"",""yell.regress.misty"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771708%2C-2.338955"",""(51.771708, -2.338955)"")"	"
Lots of ivy in crown
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-049-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-050	Deciduous	1	22.0		"=HYPERLINK(""https://what3words.com/earpiece.toolbar.front"",""earpiece.toolbar.front"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771681%2C-2.338904"",""(51.771681, -2.338904)"")"	"

"	"Remove Branch obstruction
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-050-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-050-deciduous-additional_photo_2.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-051	Hawthorn	1	9.0	45.0	"=HYPERLINK(""https://what3words.com/keen.hazy.viewer"",""keen.hazy.viewer"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771746%2C-2.338873"",""(51.771746, -2.338873)"")"	"
Lots of ivy in crown
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/CAJ-051-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
3 – Canal/Frome Junction to Stonepitt’s Bridge	"16/11/2021
Keith Tibbitts,Chris Shaw"	CAJ-052	Alder	1	15.0	45.0	"=HYPERLINK(""https://what3words.com/grit.dozed.morphing"",""grit.dozed.morphing"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.77168%2C-2.338788"",""(51.77168, -2.338788)"")"	"

"	"
"	No				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-001	Deciduous	1	15.0	45.0	"=HYPERLINK(""https://what3words.com/newest.souk.telephone"",""newest.souk.telephone"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771615%2C-2.338519"",""(51.771615, -2.338519)"")"	"
Broken/dangling branch
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-001-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-002	Ash	1	8.0	20.0	"=HYPERLINK(""https://what3words.com/silent.irrigate.guises"",""silent.irrigate.guises"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771568%2C-2.338667"",""(51.771568, -2.338667)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-002-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-003	Willow	5	15.0		"=HYPERLINK(""https://what3words.com/songbook.colder.directors"",""songbook.colder.directors"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771696%2C-2.338433"",""(51.771696, -2.338433)"")"	"

"	"
"	On other side of bank				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-004	Deciduous	1	15.0		"=HYPERLINK(""https://what3words.com/roadblock.trimmer.corrects"",""roadblock.trimmer.corrects"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771523%2C-2.338405"",""(51.771523, -2.338405)"")"	"

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-004-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-005	Willow	1	20.0		"=HYPERLINK(""https://what3words.com/healthier.straws.scarecrow"",""healthier.straws.scarecrow"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771561%2C-2.338171"",""(51.771561, -2.338171)"")"	"

"	"
"	On other side of bank				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-006	Willow	2	18.0		"=HYPERLINK(""https://what3words.com/remains.aimed.tugging"",""remains.aimed.tugging"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771345%2C-2.337779"",""(51.771345, -2.337779)"")"	"

"	"
"	On other side of bank				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-007	Willow	3	19.0	50.0	"=HYPERLINK(""https://what3words.com/popping.bunks.generally"",""popping.bunks.generally"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771236%2C-2.337915"",""(51.771236, -2.337915)"")"	"

"	"
"	No				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-008	Deciduous	1	8.0		"=HYPERLINK(""https://what3words.com/monorail.shower.tram"",""monorail.shower.tram"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771174%2C-2.338001"",""(51.771174, -2.338001)"")"	"

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-008-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-009	Alder	1	12.0		"=HYPERLINK(""https://what3words.com/enigma.clashes.tripods"",""enigma.clashes.tripods"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771292%2C-2.337735"",""(51.771292, -2.337735)"")"	"

"	"
"	On other side of bank				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-010	Deciduous	1	7.0	40.0	"=HYPERLINK(""https://what3words.com/prospered.tooth.advantage"",""prospered.tooth.advantage"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771112%2C-2.33774"",""(51.771112, -2.33774)"")"	"

"	"
"	No				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-011	Willow	2	16.0		"=HYPERLINK(""https://what3words.com/unheated.soap.tango"",""unheated.soap.tango"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771211%2C-2.337605"",""(51.771211, -2.337605)"")"	"

"	"
"	On other side of bank				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-012	Hawthorn	1	6.0		"=HYPERLINK(""https://what3words.com/theory.envelope.animates"",""theory.envelope.animates"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771098%2C-2.337698"",""(51.771098, -2.337698)"")"	"

"	"
"	Could not safely access other side of tree				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-013	Oak	1	18.0		"=HYPERLINK(""https://what3words.com/casually.flopped.nametag"",""casually.flopped.nametag"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.771103%2C-2.337343"",""(51.771103, -2.337343)"")"	"

"	"
"	On other side of bank				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-014	Deciduous	1	7.0		"=HYPERLINK(""https://what3words.com/record.tweaked.strumming"",""record.tweaked.strumming"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770964%2C-2.337534"",""(51.770964, -2.337534)"")"	"

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-014-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-015	Oak	1	9.0	15.0	"=HYPERLINK(""https://what3words.com/baker.measure.avid"",""baker.measure.avid"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770974%2C-2.33745"",""(51.770974, -2.33745)"")"	"

"	"
"	No				
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-016	Ash	1	10.0	15.0	"=HYPERLINK(""https://what3words.com/anguished.fits.switched"",""anguished.fits.switched"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770961%2C-2.33741"",""(51.770961, -2.33741)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/STB-016-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
4 – Stonepitt’s Bridge to Occupation Bridge	"16/11/2021
Chris Shaw,Keith Tibbitts"	STB-017	Willow	1	15.0		"=HYPERLINK(""https://what3words.com/that.encourage.animated"",""that.encourage.animated"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.770935%2C-2.33739"",""(51.770935, -2.33739)"")"	"

"	"
"	Could not safely access other side of tree				
